1,0,41740,55572,12049,41740,55572,12049,42234,55199,11975,23532,29459,38143,23693,13399,65364,30425,7885,63673,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50,41244,55938,12129,41244,55938,12129,41740,55572,12049,24026,29430,38131,24076,12987,65310,30884,7554,63499,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100,40745,56299,12214,40745,56299,12214,41244,55938,12129,24523,29402,38118,24461,12580,65249,31343,7228,63316,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,150,40245,56655,12303,40245,56655,12303,40745,56299,12214,25022,29374,38104,24849,12178,65181,31804,6909,63126,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,200,39743,57004,12397,39743,57004,12397,40245,56655,12303,25523,29347,38090,25240,11781,65105,32266,6596,62929,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,250,39239,57347,12496,39239,57347,12496,39743,57004,12397,26026,29320,38075,25632,11389,65023,32729,6289,62724,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,300,38734,57685,12599,38734,57685,12599,39239,57347,12496,26530,29294,38059,26027,11002,64933,33192,5989,62512,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,350,38227,58016,12708,38227,58016,12708,38734,57685,12599,27036,29268,38043,26424,10621,64835,33656,5696,62292,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,400,37719,58341,12821,37719,58341,12821,38227,58016,12708,27543,29243,38025,26823,10245,64731,34121,5409,62065,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,450,37209,58659,12938,37209,58659,12938,37719,58341,12821,28052,29218,38007,27224,9875,64619,34586,5129,61831,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,500,36699,58972,13060,36698,58972,13060,37209,58659,12938,28562,29193,37989,27626,9510,64501,35051,4856,61590,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,550,36187,59277,13187,36187,59277,13187,36699,58972,13060,29073,29170,37969,28030,9152,64375,35517,4590,61341,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,600,35675,59577,13318,35675,59577,13318,36187,59277,13187,29584,29146,37949,28436,8798,64242,35982,4331,61086,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,650,35162,59869,13454,35162,59869,13454,35675,59577,13318,30097,29123,37928,28843,8451,64102,36448,4078,60823,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,700,34648,60155,13594,34648,60155,13594,35162,59869,13454,30610,29101,37906,29252,8110,63955,36914,3833,60554,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,750,34134,60434,13739,34134,60434,13739,34648,60155,13594,31124,29079,37884,29662,7775,63801,37379,3595,60278,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,800,33619,60707,13888,33619,60707,13888,34134,60434,13739,31638,29058,37861,30073,7446,63640,37844,3364,59995,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,850,33105,60972,14042,33105,60972,14042,33619,60707,13888,32153,29037,37837,30485,7123,63472,38308,3141,59705,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,900,32590,61231,14200,32590,61231,14200,33105,60972,14042,32667,29017,37813,30898,6806,63298,38772,2925,59408,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,950,32075,61482,14362,32075,61482,14362,32590,61231,14200,33182,28997,37788,31312,6496,63116,39235,2716,59106,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
