1,0,24497,23606,51649,24497,23606,51649,24244,23830,51667,31968,37839,28629,44426,43204,7536,44238,53612,1938,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50,24752,23385,51626,24752,23385,51626,24497,23606,51649,31936,37867,28632,44157,43577,7512,43754,54007,2025,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100,25008,23165,51598,25008,23165,51598,24752,23385,51626,31904,37894,28635,43886,43948,7495,43268,54396,2120,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,150,25267,22949,51566,25267,22949,51566,25008,23165,51598,31872,37921,28639,43613,44315,7484,42779,54780,2222,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,200,25527,22735,51530,25527,22735,51530,25267,22949,51566,31839,37948,28643,43337,44679,7480,42288,55159,2333,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,250,25789,22523,51489,25789,22523,51489,25527,22735,51530,31806,37974,28648,43058,45040,7482,41794,55532,2451,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,300,26053,22314,51444,26053,22314,51444,25789,22523,51489,31773,38000,28653,42777,45397,7490,41299,55899,2576,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,350,26318,22108,51394,26318,22108,51394,26053,22314,51444,31739,38026,28659,42493,45751,7505,40801,56261,2709,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,400,26584,21905,51340,26584,21905,51340,26318,22108,51394,31706,38051,28666,42207,46101,7526,40301,56617,2850,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,450,26852,21704,51282,26852,21704,51282,26584,21905,51340,31672,38076,28673,41919,46448,7554,39799,56967,2999,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,500,27121,21506,51219,27122,21506,51219,26852,21704,51282,31638,38101,28680,41629,46791,7588,39295,57311,3154,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,550,27392,21311,51152,27392,21311,51152,27122,21506,51219,31604,38125,28688,41336,47131,7628,38790,57649,3318,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,600,27664,21119,51081,27664,21119,51080,27392,21311,51152,31570,38149,28697,41042,47466,7674,38283,57981,3489,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,650,27937,20930,51005,27937,20931,51005,27664,21119,51080,31535,38172,28706,40745,47798,7727,37775,58306,3667,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,700,28211,20745,50925,28211,20745,50925,27937,20931,51005,31501,38195,28716,40447,48125,7786,37266,58626,3852,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,750,28486,20562,50840,28486,20562,50840,28211,20745,50925,31466,38218,28726,40147,48449,7852,36756,58939,4045,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,800,28762,20382,50752,28762,20382,50752,28486,20562,50840,31431,38241,28737,39845,48768,7924,36244,59245,4246,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,850,29039,20206,50659,29039,20206,50659,28762,20382,50752,31396,38263,28748,39541,49083,8002,35732,59545,4453,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,900,29316,20032,50562,29316,20032,50562,29039,20206,50659,31361,38284,28760,39236,49393,8086,35219,59838,4668,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,950,29595,19862,50461,29595,19862,50461,29316,20032,50562,31326,38305,28773,38930,49700,8176,34706,60125,4889,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1000,29874,19695,50355,29874,19695,50355,29595,19862,50461,31291,38326,28785,38621,50001,8273,34192,60405,5118,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,1050,30154,19532,50246,30154,19532,50246,29874,19695,50355,31256,38347,28799,38312,50298,8376,33677,60678,5354,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1100,30434,19372,50132,30434,19372,50132,30154,19532,50246,31221,38367,28813,38001,50591,8485,33163,60944,5597,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,1150,30714,19215,50015,30714,19215,50015,30434,19372,50132,31185,38386,28827,37689,50878,8601,32648,61203,5846,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,1200,30995,19062,49893,30995,19062,49893,30714,19215,50015,31150,38405,28842,37376,51161,8722,32134,61456,6103,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1250,31277,18913,49767,31277,18913,49767,30995,19062,49893,31114,38424,28858,37062,51439,8849,31619,61701,6366,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
