1,0,33808,1936,56534,33808,1936,56534,33575,2114,56852,30818,63509,11158,31496,54841,11243,24007,64255,10067,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,50,34040,1766,56211,34040,1766,56211,33808,1936,56534,30603,63683,11448,30982,55032,11449,23513,64379,10411,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,100,34272,1603,55881,34272,1603,55881,34040,1766,56211,30388,63850,11742,30468,55218,11661,23020,64496,10759,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,150,34503,1448,55546,34503,1448,55546,34272,1603,55881,30174,64009,12042,29955,55398,11878,22530,64604,11113,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,200,34733,1300,55205,34733,1300,55205,34503,1448,55546,29960,64161,12347,29443,55572,12099,22042,64705,11472,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,250,34962,1161,54858,34962,1161,54858,34733,1300,55205,29748,64304,12657,28932,55740,12326,21557,64798,11835,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,300,35191,1029,54506,35191,1029,54506,34962,1161,54858,29536,64440,12972,28421,55902,12557,21075,64883,12204,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,350,35418,905,54148,35418,905,54148,35191,1029,54506,29325,64568,13293,27911,56058,12793,20596,64960,12577,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,400,35644,788,53785,35644,788,53785,35418,905,54148,29115,64689,13618,27403,56208,13034,20119,65029,12955,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,450,35870,680,53417,35870,680,53417,35644,788,53785,28906,64801,13947,26896,56352,13279,19646,65090,13337,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,500,36094,580,53043,36094,580,53043,35870,680,53417,28698,64905,14282,26390,56489,13529,19176,65143,13724,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,550,36316,487,52665,36316,487,52665,36094,580,53043,28491,65002,14621,25886,56621,13783,18709,65188,14115,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,600,36538,403,52281,36538,403,52281,36316,487,52665,28285,65090,14965,25383,56746,14042,18246,65226,14511,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,650,36758,326,51892,36758,326,51892,36538,403,52281,28081,65171,15313,24883,56864,14305,17786,65254,14910,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,700,36977,258,51499,36977,258,51499,36758,326,51892,27878,65243,15666,24384,56977,14573,17330,65275,15314,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,750,37194,197,51101,37194,197,51101,36977,258,51499,27676,65308,16022,23888,57083,14845,16878,65288,15721,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,800,37410,145,50698,37410,145,50698,37194,197,51101,27475,65365,16384,23393,57183,15121,16430,65293,16133,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,850,37624,100,50291,37624,100,50291,37410,145,50698,27276,65413,16749,22901,57276,15401,15986,65290,16548,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,900,37837,64,49879,37837,64,49879,37624,100,50291,27078,65453,17118,22412,57363,15685,15546,65279,16967,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,950,38048,36,49463,38048,36,49463,37837,64,49879,26882,65486,17491,21925,57444,15974,15110,65259,17389,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
